,Artist,Certified Units,Gold,Platinum,Multi-Platinum,Diamond
2228,KINGDOM COME,0.5,1,0,0,0
2229,KITTIE,0.5,1,0,0,0
2230,KLYMAXX,0.5,1,0,0,0
2231,KRIS KRISTOFFERSON & RITA COOLIDGE,0.5,1,0,0,0
2232,KRS-ONE,0.5,1,0,0,0
2233,KURT CARR,0.5,1,0,0,0
2234,KUTLESS,0.5,1,0,0,0
2235,KYGO,0.5,1,0,0,0
2236,LAKESIDE,0.5,1,0,0,0
2237,LARI WHITE,0.5,1,0,0,0
2238,LARRY GRAHAM,0.5,1,0,0,0
2239,LAURA STORY,0.5,1,0,0,0
2240,LAUV,0.5,1,0,0,0
2241,LECRAE,0.5,1,0,0,0
2242,LEN,0.5,1,0,0,0
2243,LENNY WILLIAMS,0.5,1,0,0,0
2244,LEON BRIDGES,0.5,1,0,0,0
2245,LEON REDBONE,0.5,1,0,0,0
2246,LES MC CANN & EDDIE HARRIS,0.5,1,0,0,0
2247,LIL DICKY,0.5,1,0,0,0
2248,LIL DURK,0.5,1,0,0,0
2249,LIL MOSEY,0.5,1,0,0,0
2250,LIL' ROMEO,0.5,1,0,0,0
2251,LILY ALLEN,0.5,1,0,0,0
2252,LIN-MANUEL MIRANDA,0.5,1,0,0,0
2253,"LIPPS, INC.",0.5,1,0,0,0
2254,LISA MARIE PRESLEY,0.5,1,0,0,0
2255,LLOYD,0.5,1,0,0,0
2256,LMFAO,0.5,1,0,0,0
2257,LONDON BEAT,0.5,1,0,0,0
2258,LONDON PHILHARMONIC ORCHESTRA,0.5,1,0,0,0
2259,LONDON SYMPHONY ORCH. & CHOIR,0.5,1,0,0,0
2260,LORD HURON,0.5,1,0,0,0
2261,LOS ANGELES AZULEZ,0.5,1,0,0,0
2262,LOS ANGELES DE CHARLY,0.5,1,0,0,0
2263,LOS BUKIS,0.5,1,0,0,0
2264,LOS TUCANES DE TIJUANA,0.5,1,0,0,0
2265,LOSTPROPHETS,0.5,1,0,0,0
2266,LOUIS PRIMA,0.5,1,0,0,0
2267,LOVE & ROCKETS,0.5,1,0,0,0
2268,LOVIN' SPOONFUL,0.5,1,0,0,0
2269,LUCINDA WILLIAMS,0.5,1,0,0,0
2270,LUCY PEARL,0.5,1,0,0,0
2271,LUDACRIS & DTP,0.5,1,0,0,0
2272,LUNY TUNES,0.5,1,0,0,0
2273,LUPILLO RIVERA,0.5,1,0,0,0
2274,LUSCIOUS JACKSON,0.5,1,0,0,0
2275,LYFE JENNINGS,0.5,1,0,0,0
2276,M.I.A.,0.5,1,0,0,0
2277,MACKLEMORE,0.5,1,0,0,0
2278,MAD SEASON,0.5,1,0,0,0
2279,MADELEINE PEYROUX,0.5,1,0,0,0
2280,MAJOR LAZER,0.5,1,0,0,0
2281,MANFRED MANN'S EARTH BAND,0.5,1,0,0,0
2282,MANNHEIM STEAMROLLER &  M. WILLIAMS,0.5,1,0,0,0
2283,MARANATHA,0.5,1,0,0,0
2284,MARIA MULDAUR,0.5,1,0,0,0
2285,"MARILYN MC COO & BILLY DAVIS, JR.",0.5,1,0,0,0
2286,MARINA & THE DIAMONDS,0.5,1,0,0,0
2287,MARIO WINANS,0.5,1,0,0,0
2288,MARK KNOPFLER,0.5,1,0,0,0
2289,MARLO THOMAS,0.5,1,0,0,0
2290,MARS VOLTA,0.5,1,0,0,0
2291,MARTIKA,0.5,1,0,0,0
2292,MARVIN HAMLISCH,0.5,1,0,0,0
2293,MARY JANE GIRLS,0.5,1,0,0,0
2294,MAT KEARNEY,0.5,1,0,0,0
2295,MATT NATHANSON,0.5,1,0,0,0
2296,MATT REDMAN,0.5,1,0,0,0
2297,MAXI PRIEST,0.5,1,0,0,0
2298,MAYDAY PARADE,0.5,1,0,0,0
2299,MAYNARD FERGUSON,0.5,1,0,0,0
2300,MC BRIDE & THE RIDE,0.5,1,0,0,0
2301,MC EIHT FEAT. CMW,0.5,1,0,0,0
2302,MC FADDEN & WHITEHEAD,0.5,1,0,0,0
2303,MEAT PUPPETS,0.5,1,0,0,0
2304,MEN WITHOUT HATS,0.5,1,0,0,0
2305,METHODS OF MAYHEM,0.5,1,0,0,0
2306,MFSB,0.5,1,0,0,0
2307,MGMT,0.5,1,0,0,0
2308,MIA X,0.5,1,0,0,0
2309,MICHAEL CARD,0.5,1,0,0,0
2310,MICHAEL HENDERSON,0.5,1,0,0,0
2311,MICHAEL NYMAN,0.5,1,0,0,0
2312,MICHAEL PETERSON,0.5,1,0,0,0
2313,MICHEL'LE,0.5,1,0,0,0
2314,MIDLAND,0.5,1,0,0,0
2315,MIKE OLDFIELD,0.5,1,0,0,0
2316,MILKY CHANCE,0.5,1,0,0,0
2317,MINNIE RIPERTON,0.5,1,0,0,0
2318,MINT CONDITION,0.5,1,0,0,0
2319,MISSING PERSONS,0.5,1,0,0,0
2320,MITCH HEDBERG,0.5,1,0,0,0
2321,MJG,0.5,1,0,0,0
2322,MODERN ENGLISH,0.5,1,0,0,0
2323,MONIFAH,0.5,1,0,0,0
2324,MONSTER MAGNET,0.5,1,0,0,0
2325,MORRIS DAY,0.5,1,0,0,0
2326,MOTHERS,0.5,1,0,0,0
2327,MR. ACKER BILK,0.5,1,0,0,0
2328,MR. C THE SLIDE MAN,0.5,1,0,0,0
2329,MTUME,0.5,1,0,0,0
2330,MURPHY LEE,0.5,1,0,0,0
2331,MXPX,0.5,1,0,0,0
2332,N.W.A. & THE POSSE,0.5,1,0,0,0
2333,N.Y. PHILHARMONIC ORCHESTRA WITH LEONARD BERNSTEIN,0.5,1,0,0,0
2334,N2DEEP,0.5,1,0,0,0
2335,NANCI GRIFFITH,0.5,1,0,0,0
2336,NANCY CASSIDY,0.5,1,0,0,0
2337,NANCY SINATRA,0.5,1,0,0,0
2338,NANCY SINATRA & LEE HAZLEWOOD,0.5,1,0,0,0
2339,NATALIE GRANT,0.5,1,0,0,0
2340,NATHANIEL RATELIFF AND THE NIGHT SWEATS,0.5,1,0,0,0
2341,NEEDTOBREATHE,0.5,1,0,0,0
2342,NEVILLE BROTHERS,0.5,1,0,0,0
2343,NEW BIRTH,0.5,1,0,0,0
2344,NEW BOYZ,0.5,1,0,0,0
2345,NEW CHRISTY MINSTRELS,0.5,1,0,0,0
2346,NEW LIFE COMMUNITY CHOIR,0.5,1,0,0,0
2347,NEW RIDERS OF THE PURPLE SAGE,0.5,1,0,0,0
2348,NEW VAUDEVILLE BAND,0.5,1,0,0,0
2349,NICK CARTER,0.5,1,0,0,0
2350,NICK LACHEY,0.5,1,0,0,0
2351,NICOLE MULLEN,0.5,1,0,0,0
2352,NICOLETTE LARSON,0.5,1,0,0,0
2353,NINE DAYS,0.5,1,0,0,0
2354,NO MERCY,0.5,1,0,0,0
2355,NOELIA,0.5,1,0,0,0
2356,NOFX,0.5,1,0,0,0
2357,NORMAN BROWN,0.5,1,0,0,0
2358,NORMAN CONNORS,0.5,1,0,0,0
2359,NU SHOOZ,0.5,1,0,0,0
2360,O.A.R.,0.5,1,0,0,0
2361,OBIE TRICE,0.5,1,0,0,0
2362,OFFSET,0.5,1,0,0,0
2363,OINGO BOINGO,0.5,1,0,0,0
2364,OLD CROW MEDICINE SHOW,0.5,1,0,0,0
2365,OLEANDER,0.5,1,0,0,0
2366,OLETA ADAMS,0.5,1,0,0,0
2367,OLGA TANON,0.5,1,0,0,0
2368,OMARION,0.5,1,0,0,0
2369,OMC,0.5,1,0,0,0
2370,OMI,0.5,1,0,0,0
2371,OPERATION IVY,0.5,1,0,0,0
2372,ORCHESTRAL MANOEUVRES IN DARK,0.5,1,0,0,0
2373,ORIGINAL BROADWAY CAST OF DEAR EVAN HANSEN,0.5,1,0,0,0
2374,ORIGINAL CANADIAN CAST,0.5,1,0,0,0
2375,OSMOND BROTHERS,0.5,1,0,0,0
2376,OZARK MOUNTAIN DAREDEVILS,0.5,1,0,0,0
2377,PAILLARD:CHAMBER / MAURICE ANDRE,0.5,1,0,0,0
2378,PAPERBOY,0.5,1,0,0,0
2379,PAT BOONE,0.5,1,0,0,0
2380,PAT GREEN,0.5,1,0,0,0
2381,PATRA,0.5,1,0,0,0
2382,PATSY CLINE / J. REEVES,0.5,1,0,0,0
2383,PATTY SMYTH,0.5,1,0,0,0
2384,PAUL BRANDT,0.5,1,0,0,0
2385,PAUL KANTNER & JEFFERSON STARSHIP,0.5,1,0,0,0
2386,PAUL MAURIAT,0.5,1,0,0,0
2387,PAUL YOUNG,0.5,1,0,0,0
2388,PEABO BRYSON & ROBERTA FLACK,0.5,1,0,0,0
2389,PETE YORN,0.5,1,0,0,0
2390,PETER NERO,0.5,1,0,0,0
2391,PHARRELL WILLIAMS,0.5,1,0,0,0
2392,PHIL SPECTOR,0.5,1,0,0,0
2393,PHIL VASSAR,0.5,1,0,0,0
2394,PHILIP BAILEY,0.5,1,0,0,0
2395,PHOENIX,0.5,1,0,0,0
2396,PIERCE THE VEIL,0.5,1,0,0,0
2397,PIMP C,0.5,1,0,0,0
2398,PISTOL ANNIES,0.5,1,0,0,0
2399,PLASTIC ONO BAND,0.5,1,0,0,0
2400,PLAY,0.5,1,0,0,0
2401,PLUS ONE,0.5,1,0,0,0
2402,PNB ROCK,0.5,1,0,0,0
2403,POE,0.5,1,0,0,0
2404,POOH SHIESTY,0.5,1,0,0,0
2405,PORNO FOR PYROS,0.5,1,0,0,0
2406,PORTISHEAD,0.5,1,0,0,0
2407,PORTUGAL. THE MAN,0.5,1,0,0,0
2408,PRIMITIVE RADIO GODS,0.5,1,0,0,0
2409,PRISCILA Y SUS BALAS DE PLATA,0.5,1,0,0,0
2410,PROCOL HARUM,0.5,1,0,0,0
2411,PRODIGY (OF MOBB DEEP),0.5,1,0,0,0
2412,PROJECT PAT,0.5,1,0,0,0
2413,PURE PRAIRIE LEAGUE,0.5,1,0,0,0
2414,PURPLE BALLOON PLAYERS,0.5,1,0,0,0
2415,Q-TIP,0.5,1,0,0,0
2416,QUAVO,0.5,1,0,0,0
2417,QUEEN NAIJA,0.5,1,0,0,0
2418,QUEENS OF THE STONE AGE,0.5,1,0,0,0
2419,QUICKSILVER MESSENGER SERVICE,0.5,1,0,0,0
2420,RACHEL PLATTEN,0.5,1,0,0,0
2421,RACHELLE FERRELL,0.5,1,0,0,0
2422,RAMSEY LEWIS,0.5,1,0,0,0
2423,RANDY HOUSER,0.5,1,0,0,0
2424,RANDY NEWMAN,0.5,1,0,0,0
2425,RAY LAMONTAGNE,0.5,1,0,0,0
2426,"RAY, GOODMAN & BROWN",0.5,1,0,0,0
2427,RED,0.5,1,0,0,0
2428,REEL BIG FISH,0.5,1,0,0,0
2429,REGINA SPEKTOR,0.5,1,0,0,0
2430,RENE & ANGELA,0.5,1,0,0,0
2431,RETURN TO FORVER,0.5,1,0,0,0
2432,REX SMITH,0.5,1,0,0,0
2433,RICH MULLINS,0.5,1,0,0,0
2434,RICK TREVINO,0.5,1,0,0,0
2435,RICKY NELSON,0.5,1,0,0,0
2436,RICOCHET,0.5,1,0,0,0
2437,RIGHT SAID FRED,0.5,1,0,0,0
2438,ROB BASE,0.5,1,0,0,0
2439,ROBBIE ROBERTSON,0.5,1,0,0,0
2440,ROBBIE WILLIAMS,0.5,1,0,0,0
2441,ROBERT GOULET,0.5,1,0,0,0
2442,ROBERT MILES,0.5,1,0,0,0
2443,ROBERT RUSSELL BENNETT,0.5,1,0,0,0
2444,ROBERT SHAW,0.5,1,0,0,0
2445,ROBIN WILLIAMS,0.5,1,0,0,0
2446,ROCKWELL,0.5,1,0,0,0
2447,RODNEY CROWELL,0.5,1,0,0,0
2448,ROGER WATERS,0.5,1,0,0,0
2449,ROGERS & HAMMERSTEIN,0.5,1,0,0,0
2450,RON KENOLY,0.5,1,0,0,0
2451,RON WHITE,0.5,1,0,0,0
2452,RONNIE LAWS,0.5,1,0,0,0
2453,ROSSINGTON / COLLINS BAND,0.5,1,0,0,0
2454,ROY D. MERCER,0.5,1,0,0,0
2455,RUPERT HOLMES,0.5,1,0,0,0
2456,RUSSELL DICKERSON,0.5,1,0,0,0
2457,RUTH B.,0.5,1,0,0,0
2458,RZA,0.5,1,0,0,0
2459,S CLUB 7,0.5,1,0,0,0
2460,SAGA,0.5,1,0,0,0
2461,SAGE THE GEMINI,0.5,1,0,0,0
2462,SAIGON KICK,0.5,1,0,0,0
2463,SAM HARRIS,0.5,1,0,0,0
2464,SAM KINISON,0.5,1,0,0,0
2465,SAMANTHA SANG,0.5,1,0,0,0
2466,SAMMIE,0.5,1,0,0,0
2467,SAN SEBASTIAN STRINGS,0.5,1,0,0,0
2468,SANDPIPERS,0.5,1,0,0,0
2469,SANTA ESMERALDA,0.5,1,0,0,0
2470,SAVING ABEL,0.5,1,0,0,0
2471,SEAN KINGSTON,0.5,1,0,0,0
2472,SEBASTIAN,0.5,1,0,0,0
2473,SEDUCTION,0.5,1,0,0,0
2474,SELAH,0.5,1,0,0,0
2475,SENSES FAIL,0.5,1,0,0,0
2476,SGT. BARRY SADLER,0.5,1,0,0,0
2477,SHA NA NA,0.5,1,0,0,0
2478,SHANICE WILSON,0.5,1,0,0,0
2479,SHANNON,0.5,1,0,0,0
2480,SHECK WES,0.5,1,0,0,0
2481,SHIRLEY MURDOCK,0.5,1,0,0,0
2482,SILVER CONVENTION,0.5,1,0,0,0
2483,SILVERSUN PICKUPS,0.5,1,0,0,0
2484,SIMPLE MINDS,0.5,1,0,0,0
2485,SKEE-LO,0.5,1,0,0,0
2486,SKI MASK THE SLUMP GOD,0.5,1,0,0,0
2487,SKRILLEX & DIPLO,0.5,1,0,0,0
2488,SKYY,0.5,1,0,0,0
2489,SLIM THUG,0.5,1,0,0,0
2490,SMILE EMPTY SOUL,0.5,1,0,0,0
2491,SMITHEREENS,0.5,1,0,0,0
2492,SNAP,0.5,1,0,0,0
2493,SNOOP DOGG & WIZ KHALIFA,0.5,1,0,0,0
2494,SOEUR SOURIRE,0.5,1,0,0,0
2495,SOLANGE,0.5,1,0,0,0
2496,SOLO,0.5,1,0,0,0
2497,SOMO,0.5,1,0,0,0
2498,SON BY FOUR,0.5,1,0,0,0
2499,SONICFLOOD,0.5,1,0,0,0
2500,SOULFLY,0.5,1,0,0,0
2501,SPACEHOG,0.5,1,0,0,0
2502,SPARKLE,0.5,1,0,0,0
2503,SPIRIT,0.5,1,0,0,0
2504,SPONGE,0.5,1,0,0,0
2505,SR-71,0.5,1,0,0,0
2506,STACIE ORRICO,0.5,1,0,0,0
2507,STAN GETZ,0.5,1,0,0,0
2508,STANLEY JORDAN,0.5,1,0,0,0
2509,STARPOINT,0.5,1,0,0,0
2510,STARS ON 45,0.5,1,0,0,0
2511,STEELHEART,0.5,1,0,0,0
2512,STEPHEN BISHOP,0.5,1,0,0,0
2513,STEVE AOKI,0.5,1,0,0,0
2514,STEVE GREEN,0.5,1,0,0,0
2515,STEVE HOLY,0.5,1,0,0,0
2516,STEVE VAI,0.5,1,0,0,0
2517,STILLS / YOUNG BAND,0.5,1,0,0,0
2518,STING & THE POLICE,0.5,1,0,0,0
2519,STRAIGHT NO CHASER,0.5,1,0,0,0
2520,STROKE 9,0.5,1,0,0,0
2521,STYLES,0.5,1,0,0,0
2522,SUFJAN STEVENS,0.5,1,0,0,0
2523,SUICIDAL TENDENCIES,0.5,1,0,0,0
2524,SUN,0.5,1,0,0,0
2525,SUNSHINE ANDERSON,0.5,1,0,0,0
2526,SUSAN TEDESCHI,0.5,1,0,0,0
2527,SWEET,0.5,1,0,0,0
2528,SWING OUT SISTER,0.5,1,0,0,0
2529,SWINGFIELD BIG BAND,0.5,1,0,0,0
2530,SYLVESTER,0.5,1,0,0,0
2531,SYLVIA,0.5,1,0,0,0
2532,T. REX,0.5,1,0,0,0
2533,T.A.T.U.,0.5,1,0,0,0
2534,TAG TEAM,0.5,1,0,0,0
2535,TALIB KWELI,0.5,1,0,0,0
2536,TAMELA MANN,0.5,1,0,0,0
2537,TAMIA,0.5,1,0,0,0
2538,TANK,0.5,1,0,0,0
2539,TANTRIC,0.5,1,0,0,0
2540,TASHA COBBS LEONARD,0.5,1,0,0,0
2541,TEAR DA CLUB UP THUGS,0.5,1,0,0,0
2542,TECH N9NE,0.5,1,0,0,0
2543,TEE GRIZZLEY,0.5,1,0,0,0
2544,TENTH AVENUE NORTH,0.5,1,0,0,0
2545,THE ANIMALS,0.5,1,0,0,0
2546,THE ATARIS,0.5,1,0,0,0
2547,THE AVETT BROTHERS,0.5,1,0,0,0
2548,THE CALLING,0.5,1,0,0,0
2549,THE CARTERS,0.5,1,0,0,0
2550,THE CHEMICAL BROTHERS,0.5,1,0,0,0
2551,THE CHURCH,0.5,1,0,0,0
2552,THE CIVIL WARS,0.5,1,0,0,0
2553,THE CLICK,0.5,1,0,0,0
2554,THE DALLAS BRASS,0.5,1,0,0,0
2555,THE DARKNESS,0.5,1,0,0,0
2556,THE DECEMBERISTS,0.5,1,0,0,0
2557,THE DEELE,0.5,1,0,0,0
2558,THE EVERLY BROTHERS,0.5,1,0,0,0
2559,THE FIRM,0.5,1,0,0,0
2560,THE FLAMING LIPS,0.5,1,0,0,0
2561,THE FOUR TOPS,0.5,1,0,0,0
2562,THE HEAD AND THE HEART,0.5,1,0,0,0
2563,THE HEIGHTS,0.5,1,0,0,0
2564,THE HOLLIES,0.5,1,0,0,0
2565,THE IRISH TENORS,0.5,1,0,0,0
2566,THE JACKSON FIVE,0.5,1,0,0,0
2567,THE KENDALLS,0.5,1,0,0,0
2568,THE KID LAROI,0.5,1,0,0,0
2569,THE KINLEYS,0.5,1,0,0,0
2570,THE KLF,0.5,1,0,0,0
2571,THE MISFITS,0.5,1,0,0,0
2572,THE MUPPETS & ROBIN GIBB,0.5,1,0,0,0
2573,THE NEPTUNES,0.5,1,0,0,0
2574,THE PHARCYDE,0.5,1,0,0,0
2575,THE PIANO GUYS,0.5,1,0,0,0
2576,THE PROCLAIMERS,0.5,1,0,0,0
2577,THE ROMANTICS,0.5,1,0,0,0
2578,THE SOUTHER-HILLMAN-FURAY BAND,0.5,1,0,0,0
2579,THE VINES,0.5,1,0,0,0
2580,THE WIGGLES,0.5,1,0,0,0
2581,THE WILKINSONS,0.5,1,0,0,0
2582,THE WINANS,0.5,1,0,0,0
2583,THE WRECKERS,0.5,1,0,0,0
2584,THE XX,0.5,1,0,0,0
2585,THIN LIZZY,0.5,1,0,0,0
2586,THOMPSON SQUARE,0.5,1,0,0,0
2587,THUG LIFE,0.5,1,0,0,0
2588,TODD RUNDGREN,0.5,1,0,0,0
2589,TOM BROWNE,0.5,1,0,0,0
2590,TOM COCHRANE,0.5,1,0,0,0
2591,TOM LEHRER,0.5,1,0,0,0
2592,TOM T. HALL,0.5,1,0,0,0
2593,TOM TOM CLUB,0.5,1,0,0,0
2594,TOMMY BOLIN,0.5,1,0,0,0
2595,TONES AND I,0.5,1,0,0,0
2596,TONI BASIL,0.5,1,0,0,0
2597,TONI CHILDS,0.5,1,0,0,0
2598,TONY BENNETT & K.D. LANG,0.5,1,0,0,0
2599,TONY BENNETT & LADY GAGA,0.5,1,0,0,0
2600,TORI KELLY,0.5,1,0,0,0
2601,TORY LANEZ,0.5,1,0,0,0
2602,TOWER OF POWER,0.5,1,0,0,0
2603,TRACY BONHAM,0.5,1,0,0,0
2604,TRAMMPS,0.5,1,0,0,0
2605,"TREY PARKER, ROBERT LOPEZ, MATT STONE",0.5,1,0,0,0
2606,TRICK PONY,0.5,1,0,0,0
2607,TRILLVILLE  /  LIL' SCRAPPY,0.5,1,0,0,0
2608,TRIN-I-TEE 5:7,0.5,1,0,0,0
2609,TRINA,0.5,1,0,0,0
2610,TRINI LOPEZ,0.5,1,0,0,0
2611,TRIXTER,0.5,1,0,0,0
2612,TROOP,0.5,1,0,0,0
2613,TROYE SIVAN,0.5,1,0,0,0
2614,TRUSTCOMPANY,0.5,1,0,0,0
2615,TURTLES,0.5,1,0,0,0
2616,TWEET,0.5,1,0,0,0
2617,TYLER CHILDERS,0.5,1,0,0,0
2618,U.G.K.,0.5,1,0,0,0
2619,UNCLE SAM,0.5,1,0,0,0
2620,VAN ZANT,0.5,1,0,0,0
2621,VANESSA HUDGENS,0.5,1,0,0,0
2622,VANILLA FUDGE,0.5,1,0,0,0
2623,VANITY 6,0.5,1,0,0,0
2624,VAUGHN MEADER,0.5,1,0,0,0
2625,VEGGIE TALES,0.5,1,0,0,0
2626,VENGABOYS,0.5,1,0,0,0
2627,VERUCA SALT,0.5,1,0,0,0
2628,VICIOUS BASS,0.5,1,0,0,0
2629,VICTORIOUS CAST FEAT. VICTORIA JUSTICE,0.5,1,0,0,0
2630,VIVIAN GREEN,0.5,1,0,0,0
2631,VIXEN,0.5,1,0,0,0
2632,WALTER MURPHY & THE BIG APPLE BAND,0.5,1,0,0,0
2633,WANG CHUNG,0.5,1,0,0,0
2634,WAYLON JENNINGS & JESSI COLTER,0.5,1,0,0,0
2635,WES MONTGOMERY,0.5,1,0,0,0
2636,WILCO,0.5,1,0,0,0
2637,WILLIE NELSON & LEON RUSSELL,0.5,1,0,0,0
2638,WILLIE NELSON & RAY PRICE,0.5,1,0,0,0
2639,WISIN Y YANDEL,0.5,1,0,0,0
2640,WOLFMOTHER,0.5,1,0,0,0
2641,WU-TANG KILLA BEES,0.5,1,0,0,0
2642,YARBROUGH & PEOPLES,0.5,1,0,0,0
2643,"YBN NAHMIR, YBN CORDAE & YBN ALMIGHTY JAY",0.5,1,0,0,0
2644,YELAWOLF,0.5,1,0,0,0
2645,YK OSIRIS,0.5,1,0,0,0
2646,YO YO MA,0.5,1,0,0,0
2647,YO YO MA & BOBBY MCFERRIN,0.5,1,0,0,0
2648,YOUNG BLEED,0.5,1,0,0,0
2649,YOUNG MONEY,0.5,1,0,0,0
2650,YOUNG THE GIANT,0.5,1,0,0,0
2651,YOUNGBLOODZ,0.5,1,0,0,0
2652,YUKMOUTH,0.5,1,0,0,0
2653,YUNG JOC,0.5,1,0,0,0
2654,ZACH WILLIAMS,0.5,1,0,0,0
2655,ZEBRA,0.5,1,0,0,0
